# t cellules_par_niveau_0_a_15
160.385 0 0 0 0 0 826 142025 908088 0 0 0 0 0 0 0 0
161.506 0 0 0 0 0 1094 142024 890944 0 0 0 0 0 0 0 0
162.629 0 0 0 0 0 1224 143921 867448 0 0 0 0 0 0 0 0
163.753 0 0 0 0 0 1085 143998 875728 0 0 0 0 0 0 0 0
164.876 0 0 0 0 0 999 143708 883552 0 0 0 0 0 0 0 0
166 0 0 0 0 0 939 142586 896368 0 0 0 0 0 0 0 0
167.124 0 0 0 0 0 1108 143682 876784 0 0 0 0 0 0 0 0
168.247 0 0 0 0 0 1236 142004 882016 0 0 0 0 0 0 0 0
169.371 0 0 0 0 0 1260 141131 887464 0 0 0 0 0 0 0 0
170.494 0 0 0 0 0 1173 140250 900080 0 0 0 0 0 0 0 0
171.618 0 0 0 0 0 1107 138229 920472 0 0 0 0 0 0 0 0
172.742 0 0 0 0 0 942 138439 929352 0 0 0 0 0 0 0 0
173.865 0 0 0 0 0 979 139818 915952 0 0 0 0 0 0 0 0
174.989 0 0 0 0 0 920 141024 910080 0 0 0 0 0 0 0 0
176.112 0 0 0 0 0 883 139079 928008 0 0 0 0 0 0 0 0
177.236 0 0 0 0 0 985 139323 919528 0 0 0 0 0 0 0 0
178.36 0 0 0 0 0 1031 139360 916288 0 0 0 0 0 0 0 0
179.483 0 0 0 0 0 939 140541 912728 0 0 0 0 0 0 0 0
180.607 0 0 0 0 0 801 142326 907280 0 0 0 0 0 0 0 0
181.73 0 0 0 0 0 852 142100 905824 0 0 0 0 0 0 0 0
182.854 0 0 0 0 0 874 141026 913008 0 0 0 0 0 0 0 0
183.978 0 0 0 0 0 1021 141462 900112 0 0 0 0 0 0 0 0
185.101 0 0 0 0 0 1053 142305 891320 0 0 0 0 0 0 0 0
186.225 0 0 0 0 0 936 140745 911288 0 0 0 0 0 0 0 0
187.348 0 0 0 0 0 978 140589 909848 0 0 0 0 0 0 0 0
188.472 0 0 0 0 0 1123 142273 887096 0 0 0 0 0 0 0 0
189.596 0 0 0 0 0 1268 141320 885440 0 0 0 0 0 0 0 0
190.719 0 0 0 0 0 1069 145073 868152 0 0 0 0 0 0 0 0
191.843 0 0 0 0 0 1088 142940 884000 0 0 0 0 0 0 0 0
192.966 0 0 0 0 0 1121 141635 892328 0 0 0 0 0 0 0 0
194.09 0 0 0 0 0 978 140785 908280 0 0 0 0 0 0 0 0
195.213 0 0 0 0 0 1082 139623 910920 0 0 0 0 0 0 0 0
196.337 0 0 0 0 0 1221 138634 909936 0 0 0 0 0 0 0 0
197.461 0 0 0 0 0 1210 138388 912608 0 0 0 0 0 0 0 0
198.572 0 0 0 0 0 1287 140132 893728 0 0 0 0 0 0 0 0
199.697 0 0 0 0 0 1373 141536 876992 0 0 0 0 0 0 0 0
200.82 0 0 0 0 0 1507 142812 858208 0 0 0 0 0 0 0 0
201.944 0 0 0 0 0 1397 140694 882192 0 0 0 0 0 0 0 0
203.067 0 0 0 0 0 1187 141645 888024 0 0 0 0 0 0 0 0
204.169 0 0 0 0 0 1163 144427 867304 0 0 0 0 0 0 0 0
205.292 0 0 0 0 0 891 143202 894512 0 0 0 0 0 0 0 0
206.416 0 0 0 0 0 793 142043 910056 0 0 0 0 0 0 0 0
207.539 0 0 0 0 0 669 141010 926256 0 0 0 0 0 0 0 0
208.663 0 0 0 0 0 628 139422 941584 0 0 0 0 0 0 0 0
209.787 0 0 0 0 0 755 136720 955072 0 0 0 0 0 0 0 0
210.91 0 0 0 0 0 937 134906 957936 0 0 0 0 0 0 0 0
212.034 0 0 0 0 0 953 136499 944168 0 0 0 0 0 0 0 0
213.157 0 0 0 0 0 891 139149 926936 0 0 0 0 0 0 0 0
214.281 0 0 0 0 0 858 137130 945200 0 0 0 0 0 0 0 0
215.404 0 0 0 0 0 767 139024 935872 0 0 0 0 0 0 0 0
216.528 0 0 0 0 0 808 140265 923320 0 0 0 0 0 0 0 0
217.652 0 0 0 0 0 903 138971 927592 0 0 0 0 0 0 0 0
218.775 0 0 0 0 0 790 139779 928360 0 0 0 0 0 0 0 0
219.899 0 0 0 0 0 747 140563 924840 0 0 0 0 0 0 0 0
221.022 0 0 0 0 0 709 142004 915744 0 0 0 0 0 0 0 0
222.146 0 0 0 0 0 711 142593 910904 0 0 0 0 0 0 0 0
223.27 0 0 0 0 0 650 144697 897976 0 0 0 0 0 0 0 0
224.393 0 0 0 0 0 911 143373 891864 0 0 0 0 0 0 0 0
225.517 0 0 0 0 0 1012 143063 887880 0 0 0 0 0 0 0 0
226.64 0 0 0 0 0 1301 143383 866824 0 0 0 0 0 0 0 0
227.764 0 0 0 0 0 1108 144660 868960 0 0 0 0 0 0 0 0
228.888 0 0 0 0 0 1038 141840 896000 0 0 0 0 0 0 0 0
230.011 0 0 0 0 0 1072 141574 895952 0 0 0 0 0 0 0 0
231.135 0 0 0 0 0 1151 140593 898744 0 0 0 0 0 0 0 0
232.258 0 0 0 0 0 953 141868 901216 0 0 0 0 0 0 0 0
233.382 0 0 0 0 0 1068 142069 892248 0 0 0 0 0 0 0 0
234.506 0 0 0 0 0 1036 140167 909512 0 0 0 0 0 0 0 0
235.629 0 0 0 0 0 938 142051 900712 0 0 0 0 0 0 0 0
236.753 0 0 0 0 0 999 141267 903080 0 0 0 0 0 0 0 0
237.876 0 0 0 0 0 1157 142741 881176 0 0 0 0 0 0 0 0
239 0 0 0 0 0 1436 142940 861728 0 0 0 0 0 0 0 0
240.124 0 0 0 0 0 1263 143898 865136 0 0 0 0 0 0 0 0
241.247 0 0 0 0 0 1191 141355 890088 0 0 0 0 0 0 0 0
242.371 0 0 0 0 0 1089 138746 917488 0 0 0 0 0 0 0 0
243.494 0 0 0 0 0 1034 139651 913768 0 0 0 0 0 0 0 0
244.618 0 0 0 0 0 1059 139661 912088 0 0 0 0 0 0 0 0
245.742 0 0 0 0 0 844 138930 931696 0 0 0 0 0 0 0 0
246.865 0 0 0 0 0 715 136453 959768 0 0 0 0 0 0 0 0
247.989 0 0 0 0 0 705 135826 965424 0 0 0 0 0 0 0 0
249.112 0 0 0 0 0 666 134691 977000 0 0 0 0 0 0 0 0
250.236 0 0 0 0 0 648 135871 968712 0 0 0 0 0 0 0 0
251.36 0 0 0 0 0 727 137339 951912 0 0 0 0 0 0 0 0
252.483 0 0 0 0 0 749 136786 954928 0 0 0 0 0 0 0 0
253.607 0 0 0 0 0 798 139252 932064 0 0 0 0 0 0 0 0
254.73 0 0 0 0 0 993 140054 913168 0 0 0 0 0 0 0 0
